comID,MolecularFormula,MolecularWeight,SMILES,IUPACName
CID10955092,C14H20O2,220.31,CC(=C)C(=O)OC12CC3CC(C1)CC(C3)C2,1-adamantyl 2-methylprop-2-enoate
CID11014345,C27H22O2,378.5,CC1=C(C=CC(=C1)C2(C3=CC=CC=C3C4=CC=CC=C42)C5=CC(=C(C=C5)O)C)O,4-[9-(4-hydroxy-3-methylphenyl)fluoren-9-yl]-2-methylphenol
CID11033445,C10H10N2O6S,286.26,C=CCOC(=O)NS(=O)(=O)C1=CC=CC=C1[N+](=O)[O-],prop-2-enyl N-(2-nitrophenyl)sulfonylcarbamate
CID11037992,C31H32O4,468.6,CC1=CC(=C(C=C1)O)CC2=C(C(=CC(=C2)C)CC3=CC(=CC(=C3O)CC4=C(C=CC(=C4)C)O)C)O,2-[[2-hydroxy-3-[(2-hydroxy-5-methylphenyl)methyl]-5-methylphenyl]methyl]-6-[(2-hydroxy-5-methylphenyl)methyl]-4-methylphenol
CID11047500,C26H18O4,394.4,C1=CC=C2C(=C1)C(=C3C=CC=CC3=C2C4=CC(=CC(=C4)O)O)C5=CC(=CC(=C5)O)O,"5-[10-(3,5-dihydroxyphenyl)anthracen-9-yl]benzene-1,3-diol"
CID11068996,C20H38O3Si2,382.7,C[Si](C)(CCC1CCC2C(C1)O2)O[Si](C)(C)CCC3CCC4C(C3)O4,[dimethyl-[2-(7-oxabicyclo[4.1.0]heptan-3-yl)ethyl]silyl]oxy-dimethyl-[2-(7-oxabicyclo[4.1.0]heptan-3-yl)ethyl]silane
CID11073466,C9H11N,133.19,C=CC1=CC=C(C=C1)CN,(4-ethenylphenyl)methanamine
CID11110341,C10H12Cl2O4S2,331.2,CC1=C(C(=C(C(=C1C)S(=O)(=O)Cl)C)S(=O)(=O)Cl)C,"2,4,5,6-tetramethylbenzene-1,3-disulfonyl chloride"
CID11126977,C8H10O5,186.16,CC(=C)C(=O)OCC1COC(=O)O1,"(2-oxo-1,3-dioxolan-4-yl)methyl 2-methylprop-2-enoate"
CID11149469,C12H9F3N2O,254.21,CC(=C)C(=O)NC1=CC(=C(C=C1)C#N)C(F)(F)F,N-[4-cyano-3-(trifluoromethyl)phenyl]-2-methylprop-2-enamide
CID11171300,C10H10O3,178.18,C=CCOC(=O)C1=CC=C(C=C1)O,prop-2-enyl 4-hydroxybenzoate
CID11204982,C16H22O4,278.34,CC(C)(CC1=CC(=CC=C1)CC(C)(C)C(=O)O)C(=O)O,"3-[3-(2-carboxy-2-methylpropyl)phenyl]-2,2-dimethylpropanoic acid"
CID11206014,C8H10O4,170.16,CC(=C)C(=O)OC1CCOC1=O,(2-oxooxolan-3-yl) 2-methylprop-2-enoate
CID11218292,C14H20O2,220.31,CC1(C2CC3CC(C2)CC1C3)OC(=O)C=C,(2-methyl-2-adamantyl) prop-2-enoate
CID11265237,C14H20O4,252.31,C=CCOC(=O)C1CCC(CC1)C(=O)OCC=C,"bis(prop-2-enyl) cyclohexane-1,4-dicarboxylate"
CID11302404,C15H24F6N2,346.35,NC1CCC(C(C2CCC(N)CC2)(C(F)(F)F)C(F)(F)F)CC1,"4-[2-(4-aminocyclohexyl)-1,1,1,3,3,3-hexafluoropropan-2-yl]cyclohexan-1-amine"
CID11344163,C9H20O2,160.25,CCC(CC(CC)CO)CO,"2,4-diethylpentane-1,5-diol"
CID11384232,C22H14S4,406.6,C=CC1=CC2=C(C=C1)C(=C3SC=CS3)C4=CC=CC=C4C2=C5SC=CS5,"2-[10-(1,3-dithiol-2-ylidene)-2-ethenylanthracen-9-ylidene]-1,3-dithiole"
CID11390128,C13H18O2,206.28,C=CC(=O)OC12CC3CC(C1)CC(C3)C2,1-adamantyl prop-2-enoate
CID11401011,C8H10O4,170.16,CC(=C)C(=O)OC1CC(=O)OC1,(5-oxooxolan-3-yl) 2-methylprop-2-enoate
CID11412694,C10H10O3,178.18,C=CCOC(=O)OC1=CC=CC=C1,phenyl prop-2-enyl carbonate
CID11416795,C22H23NO3,349.4,C=CC(=O)OCCCCCCOC1=CC=C(C=C1)C2=CC=C(C=C2)C#N,6-[4-(4-cyanophenyl)phenoxy]hexyl prop-2-enoate
CID11480968,C6H2Cl2O3,192.98,C1=C(OC(=C1)C(=O)Cl)C(=O)Cl,"furan-2,5-dicarbonyl chloride"
CID11528345,C7H12O2,128.17,C=COC1CCCCO1,2-ethenoxyoxane
CID11543576,C13H14Cl2N2,269.17,C1C2=C(C=CC(=C2)N)C3=C1C=C(C=C3)N.Cl.Cl,"9H-fluorene-2,7-diamine;dihydrochloride"
CID11604403,C31H26O2,430.5,C=CCOC1=CC=C(C=C1)C2(C3=CC=CC=C3C4=CC=CC=C42)C5=CC=C(C=C5)OCC=C,"9,9-bis(4-prop-2-enoxyphenyl)fluorene"
CID11788855,C8H9NO5,199.16,C=CCOC(=O)ON1C(=O)CCC1=O,"(2,5-dioxopyrrolidin-1-yl) prop-2-enyl carbonate"
CID11856523,C14H20O3,236.31,CC(=C)C(=O)OC12CC3CC(C1)CC(C3)(C2)O,(3-hydroxy-1-adamantyl) 2-methylprop-2-enoate
CID11862151,C9H14O2,154.21,C1C2C=CC1C(C2CO)CO,"[(1R,2R,3S,4S)-3-(hydroxymethyl)-2-bicyclo[2.2.1]hept-5-enyl]methanol"
CID11954176,C14H16Cl2N2,283.2,C1=CC(=CC=C1C=CC2=CC=C(C=C2)N)N.Cl.Cl,4-[(E)-2-(4-aminophenyl)ethenyl]aniline;dihydrochloride
CID11974609,C14H2Br2O6,425.97,C1=C2C3=C4C(=CC(=C3C(=O)OC2=O)Br)C(=O)OC(=O)C4=C1Br,"2,9-dibromo-6,13-dioxatetracyclo[6.6.2.04,16.011,15]hexadeca-1,3,8,10,15-pentaene-5,7,12,14-tetrone"
CID12058813,C24H21N3,351.4,C1=CC(=CC=C1C2=CC(=CC(=C2)C3=CC=C(C=C3)N)C4=CC=C(C=C4)N)N,"4-[3,5-bis(4-aminophenyl)phenyl]aniline"
CID12070475,C11H18O2,182.26,C1C2CC3(CC1CC(C2)(C3)O)CO,3-(hydroxymethyl)adamantan-1-ol
CID12097425,C17H26O2,262.4,CC(C)C1(C2CC3CC(C2)CC1C3)OC(=O)C(=C)C,(2-propan-2-yl-2-adamantyl) 2-methylprop-2-enoate
CID12200817,C2H10N2O,78.11,C(CN)N.O,"ethane-1,2-diamine;hydrate"
CID12359775,C19H20O6,344.4,CC(C)(C1=CC=C(C=C1)OCC(=O)O)C2=CC=C(C=C2)OCC(=O)O,2-[4-[2-[4-(carboxymethoxy)phenyl]propan-2-yl]phenoxy]acetic acid
CID12572015,C19H36O4,328.5,C(CCCCCCCCC(=O)O)CCCCCCCCC(=O)O,nonadecanedioic acid
CID12612564,C12H17N3O3,251.28,CCCN1C(=O)N(C(=O)N(C1=O)CC=C)CC=C,"1,3-bis(prop-2-enyl)-5-propyl-1,3,5-triazinane-2,4,6-trione"
CID12851415,C11H20N2O3,228.29,C[N+](C)(CCCNC(=O)C=C)CCC(=O)[O-],3-[dimethyl-[3-(prop-2-enoylamino)propyl]azaniumyl]propanoate
CID12860205,C10H14O3,182.22,C=CC(=O)OCC1CCC2C(C1)O2,7-oxabicyclo[4.1.0]heptan-3-ylmethyl prop-2-enoate
CID12892866,C7H14O2,130.18,C1CC(CCC1CO)O,4-(hydroxymethyl)cyclohexan-1-ol
CID12969385,C16H14O2,238.28,C1=CC2=CC3=C(C=C2C(=C1)CO)C(=CC=C3)CO,[8-(hydroxymethyl)anthracen-1-yl]methanol
CID13001872,C13H18O2,206.28,C=CC(=O)OC1CC2CC1C3C2CCC3,"8-tricyclo[5.2.1.02,6]decanyl prop-2-enoate"
CID13059052,C27H24O2,380.5,CC(C)(C1=CC(=C(C=C1)O)C2=CC=CC=C2)C3=CC(=C(C=C3)O)C4=CC=CC=C4,4-[2-(4-hydroxy-3-phenylphenyl)propan-2-yl]-2-phenylphenol
CID13262724,C16H12N2,232.28,C1=CC2=C3C(=C1)C=CC4=C(C=C(C(=C43)C=C2)N)N,"pyrene-1,3-diamine"
CID13609154,C6H6BaO4,279.44,C=CC(=O)[O-].C=CC(=O)[O-].[Ba+2],barium(2+);prop-2-enoate
CID13652270,C28H34O2,402.6,CC1=CC(=CC(=C1O)C)C(C)(C)C2=CC=C(C=C2)C(C)(C)C3=CC(=C(C(=C3)C)O)C,"4-[2-[4-[2-(4-hydroxy-3,5-dimethylphenyl)propan-2-yl]phenyl]propan-2-yl]-2,6-dimethylphenol"
CID13751153,C8H16O2,144.21,C1CC(CCC1CCO)O,4-(2-hydroxyethyl)cyclohexan-1-ol
CID13782121,C14H20O2,220.31,CC(=C)C(=O)OC1CC2CC1C3C2CCC3,"8-tricyclo[5.2.1.02,6]decanyl 2-methylprop-2-enoate"
CID14172634,C8F13NO,373.07,C(#N)C(C(C(C(C(OC(=C(F)F)F)(F)F)(F)F)(F)F)(F)F)(F)F,"2,2,3,3,4,4,5,5,6,6-decafluoro-6-(1,2,2-trifluoroethenoxy)hexanenitrile"
CID14453667,C10H8O6,224.17,C1C2C(CC3C1C(=O)OC3=O)C(=O)OC2=O,"3a,4,4a,7a,8,8a-hexahydrofuro[3,4-f][2]benzofuran-1,3,5,7-tetrone"
CID14499052,C4H12N2,88.15,CC(CN)CN,"2-methylpropane-1,3-diamine"
CID14574292,C16H6O7,310.21,C1=CC2=C(C(=C1)OC3=CC4=C(C=C3)C(=O)OC4=O)C(=O)OC2=O,"4-[(1,3-dioxo-2-benzofuran-5-yl)oxy]-2-benzofuran-1,3-dione"
CID14618269,C6H10Cl2N2S2,245.2,C1=C(C(=CC(=C1S)N)S)N.Cl.Cl,"2,5-diaminobenzene-1,4-dithiol;dihydrochloride"
CID15041698,C29H14O6,458.4,C1=CC=C2C(=C1)C3=CC=CC=C3C2(C4=CC5=C(C=C4)C(=O)OC5=O)C6=CC7=C(C=C6)C(=O)OC7=O,"5-[9-(1,3-dioxo-2-benzofuran-5-yl)fluoren-9-yl]-2-benzofuran-1,3-dione"
CID15321490,C9H14O2,154.21,CC1(CCCC1)OC(=O)C=C,(1-methylcyclopentyl) prop-2-enoate
CID15491725,C13H12N2O2,228.25,Nc1ccc(OC(=O)c2ccc(N)cc2)cc1,(4-aminophenyl) 4-aminobenzoate
CID15539207,C10H16O2,168.23,CC(=C)C(=O)OC1(CCCC1)C,(1-methylcyclopentyl) 2-methylprop-2-enoate
CID15606295,C11H16O3Si,224.33,CO[Si](C1=CC=C(C=C1)C=C)(OC)OC,(4-ethenylphenyl)-trimethoxysilane
CID15607334,C12H18O2,194.27,CC(C)(C)OC(=O)C1CC2CC1C=C2,tert-butyl bicyclo[2.2.1]hept-5-ene-2-carboxylate
CID16211746,C12H20Cl4N4O,378.1,C1=CC(=C(C=C1C2=CC(=C(C=C2)N)N)N)N.O.Cl.Cl.Cl.Cl,"4-(3,4-diaminophenyl)benzene-1,2-diamine;hydrate;tetrahydrochloride"
CID16225403,C11H22O5Si,262.37,CCO[Si](COC(=O)C(=C)C)(OCC)OCC,triethoxysilylmethyl 2-methylprop-2-enoate
CID16225406,C8H16O4Si,204.3,CC(=C)C(=O)OC[Si](C)(OC)OC,[dimethoxy(methyl)silyl]methyl 2-methylprop-2-enoate
CID17918559,C16H24,216.36,CCCCCCCCC1=CC=C(C=C1)C=C,1-ethenyl-4-octylbenzene
CID18000579,C11H18O2,182.26,CCC1(CCCC1)OC(=O)C(=C)C,(1-ethylcyclopentyl) 2-methylprop-2-enoate
CID18324062,C12H8Na2O8S3,422.4,C1=CC(=CC(=C1)S(=O)(=O)[O-])S(=O)(=O)C2=CC(=CC=C2)S(=O)(=O)[O-].[Na+].[Na+],disodium;3-(3-sulfonatophenyl)sulfonylbenzenesulfonate
CID18533301,C12H8Br2O2,344,C1=CC(=C(C=C1C2=CC(=C(C=C2)O)Br)Br)O,2-bromo-4-(3-bromo-4-hydroxyphenyl)phenol
CID18691683,C12H18O4,226.27,C1CCC2C(C1)C(CCC2C(=O)O)C(=O)O,"1,2,3,4,4a,5,6,7,8,8a-decahydronaphthalene-1,4-dicarboxylic acid"
CID18760495,C6H18Cl2N2,189.12,CC(C)(C(C)(C)N)N.Cl.Cl,"2,3-dimethylbutane-2,3-diamine;dihydrochloride"
CID18968080,C16H22Cl2N2,313.3,CCC1=C(C=CC(=C1)C2=CC(=C(C=C2)N)CC)N.Cl.Cl,4-(4-amino-3-ethylphenyl)-2-ethylaniline;dihydrochloride
CID19805071,C20H14F6N2O2,428.3,C1=CC(=CC=C1OC2=C(C=C(C=C2)N)C(F)(F)F)OC3=C(C=C(C=C3)N)C(F)(F)F,4-[4-[4-amino-2-(trifluoromethyl)phenoxy]phenoxy]-3-(trifluoromethyl)aniline
CID20160952,C33H30O4,490.6,CC1=C(C=CC(=C1)C2(C3=CC=CC=C3C4=CC=CC=C42)C5=CC(=C(C=C5)OCC6CO6)C)OCC7CO7,2-[[2-methyl-4-[9-[3-methyl-4-(oxiran-2-ylmethoxy)phenyl]fluoren-9-yl]phenoxy]methyl]oxirane
CID20807398,C33H32O10,588.6,CC1=C(C=CC(=C1)OC(=O)C2=CC=C(C=C2)OCCCOC(=O)C=C)OC(=O)C3=CC=C(C=C3)OCCCOC(=O)C=C,[3-methyl-4-[4-(3-prop-2-enoyloxypropoxy)benzoyl]oxyphenyl] 4-(3-prop-2-enoyloxypropoxy)benzoate
CID21872150,C27H24N2,376.5,CC1=C(C=CC(=C1)C2(C3=CC=CC=C3C4=CC=CC=C42)C5=CC(=C(C=C5)N)C)N,4-[9-(4-amino-3-methylphenyl)fluoren-9-yl]-2-methylaniline
CID21872159,C25H18Cl2N2,417.3,C1=CC=C2C(=C1)C3=CC=CC=C3C2(C4=CC(=C(C=C4)N)Cl)C5=CC(=C(C=C5)N)Cl,4-[9-(4-amino-3-chlorophenyl)fluoren-9-yl]-2-chloroaniline
CID21896341,C10H16O2,168.23,CCC1(CCCC1)OC(=O)C=C,(1-ethylcyclopentyl) prop-2-enoate
CID21943953,C30H40O2,432.6,C1CCC(CC1)C2=C(C=CC(=C2)C3(CCCCC3)C4=CC(=C(C=C4)O)C5CCCCC5)O,2-cyclohexyl-4-[1-(3-cyclohexyl-4-hydroxyphenyl)cyclohexyl]phenol
CID21960809,C17H28O4,296.4,CC(=C)C(=O)OCCCCCCCCCOC(=O)C(=C)C,9-(2-methylprop-2-enoyloxy)nonyl 2-methylprop-2-enoate
CID22026245,C12H14O4,222.24,CC(=C)C(=O)OC1C2CC3C1OC(=O)C3C2,"(5-oxo-4-oxatricyclo[4.2.1.03,7]nonan-2-yl) 2-methylprop-2-enoate"
CID22140377,C25H20N2O2,380.4,C1=CC=C2C(=C1)C3=CC=CC=C3C2(C4=CC(=C(C=C4)O)N)C5=CC(=C(C=C5)O)N,2-amino-4-[9-(3-amino-4-hydroxyphenyl)fluoren-9-yl]phenol
CID22218785,C9H11N3O3,209.2,O=C=NCCC(N=C=O)CCCN=C=O,"1,3,6-triisocyanatohexane"
CID22228790,C13H18O3,222.28,C=CC(=O)OC12CC3CC(C1)CC(C3)(C2)O,(3-hydroxy-1-adamantyl) prop-2-enoate
CID22239650,C10H8O6,224.17,C1C2C3CC(=O)OC(=O)C3C1C(=O)OC2=O,"4,10-dioxatricyclo[6.3.1.02,7]dodecane-3,5,9,11-tetrone"
CID22613616,C6F12O2,332.04,C(=C(F)F)(OC(C(C(OC(F)(F)F)(F)F)(F)F)(F)F)F,"1,1,2,2,3,3-hexafluoro-1-(1,2,2-trifluoroethenoxy)-3-(trifluoromethoxy)propane"
CID22708978,C16H10O2,234.25,C=CC1=CC2=C(C=C1)C(=O)C3=CC=CC=C3C2=O,"2-ethenylanthracene-9,10-dione"
CID22913822,C8H5BrF2,219.03,C1=CC(=CC=C1C=C(F)F)Br,"1-bromo-4-(2,2-difluoroethenyl)benzene"
CID22986560,C17H34O3,286.4,CCCCCCCCCCCCOCCOCC1CO1,2-(2-dodecoxyethoxymethyl)oxirane
CID23663682,C6H9KO5S,232.3,C=CC(=O)OCCCS(=O)(=O)[O-].[K+],potassium;3-prop-2-enoyloxypropane-1-sulfonate
CID23681144,C8H9NaO4S,224.21,C=CC1=CC=C(C=C1)S(=O)(=O)[O-].O.[Na+],sodium;4-ethenylbenzenesulfonate;hydrate
CID23682747,C7H11KO5S,246.32,CC(=C)C(=O)OCCCS(=O)(=O)[O-].[K+],potassium;3-(2-methylprop-2-enoyloxy)propane-1-sulfonate
CID24778256,C25H18O4,382.4,C1=CC=C2C(=C1)C3=CC=CC=C3C2(C4=CC(=C(C=C4)O)O)C5=CC(=C(C=C5)O)O,"4-[9-(3,4-dihydroxyphenyl)fluoren-9-yl]benzene-1,2-diol"
CID44629774,C25H18F2N2,384.4,C1=CC=C2C(=C1)C3=CC=CC=C3C2(C4=CC(=C(C=C4)N)F)C5=CC(=C(C=C5)N)F,4-[9-(4-amino-3-fluorophenyl)fluoren-9-yl]-2-fluoroaniline
CID44630269,C13H28O2,216.36,CC(C)CCC(CCC(C)C)(CO)CO,"2,2-bis(3-methylbutyl)propane-1,3-diol"
CID44630394,C31H44N2O3,492.7,CCCCC1=CC=C(C=C1)N=NC2=CC=C(C=C2)OCCCCCCCCCCCOC(=O)C(=C)C,11-[4-[(4-butylphenyl)diazenyl]phenoxy]undecyl 2-methylprop-2-enoate
CID44723444,C10H14O,150.22,C1C=CC2C1C3CC2C(C3)O,"(1R,7R)-tricyclo[5.2.1.02,6]dec-4-en-8-ol"
CID51346158,C7H6O7,202.12,C1=C(OC(=CC1=O)C(=O)O)C(=O)O.O,"4-oxopyran-2,6-dicarboxylic acid;hydrate"
CID53384377,C16H16O6,304.29,C1CCC23C(=O)OC(=O)C2(C1)C45C3(CCCC4)C(=O)OC5=O,"14,17-dioxapentacyclo[6.4.3.32,7.01,8.02,7]octadecane-13,15,16,18-tetrone"
CID53384481,C8H6O6,198.13,C1C(C(=O)OC1=O)C2CC(=O)OC2=O,"(3S)-3-[(3R)-2,5-dioxooxolan-3-yl]oxolane-2,5-dione"
CID53401222,C20H16N2O4,348.4,Nc1ccc(OC(=O)c2ccc(C(=O)Oc3ccc(N)cc3)cc2)cc1,"bis(4-aminophenyl) benzene-1,4-dicarboxylate"
CID57605655,C11H19NO4,229.27,CC(=C)C(=O)OCC[N+](C)(C)CCC(=O)[O-],3-[dimethyl-[2-(2-methylprop-2-enoyloxy)ethyl]azaniumyl]propanoate
CID58800674,C29H25NO2,419.5,CC1=CC=C(C=C1)N(C2=CC=C(C=C2)C)C3=CC=C(C=C3)C4=CC=C(C=C4)OC(=O)C=C,[4-[4-(4-methyl-N-(4-methylphenyl)anilino)phenyl]phenyl] prop-2-enoate
CID58986478,C18H6O6,318.2,C1=CC2=C(C=C1C#CC3=CC4=C(C=C3)C(=O)OC4=O)C(=O)OC2=O,"5-[2-(1,3-dioxo-2-benzofuran-5-yl)ethynyl]-2-benzofuran-1,3-dione"
CID59259641,C9H7F7O,264.14,C=CCCOC1=C(C(C(C1(F)F)(F)F)(F)F)F,"1-but-3-enoxy-2,3,3,4,4,5,5-heptafluorocyclopentene"
CID59306005,C29H44N2,420.7,CCCCCCCCC1(C2=C(C=CC(=C2)N)C3=C1C=C(C=C3)N)CCCCCCCC,"9,9-dioctylfluorene-2,7-diamine"
CID67930328,C6H16Cl2N2,187.11,C1CC(CCC1N)N.Cl.Cl,"cyclohexane-1,4-diamine;dihydrochloride"
CID74789486,C15H20BNO3,273.14,B1(OC(C(O1)(C)C)(C)C)C2=CC(=CC=C2)NC(=O)C=C,"N-[3-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)phenyl]prop-2-enamide"
CID91972128,C22H10N4,330.3,C=CC1=CC2=C(C=C1)C(=C(C#N)C#N)C3=CC=CC=C3C2=C(C#N)C#N,2-[10-(dicyanomethylidene)-3-ethenylanthracen-9-ylidene]propanedinitrile
CID102529357,C14H30O5Si,306.47,CO[Si](CCCCCCCCOCC1CO1)(OC)OC,trimethoxy-[8-(oxiran-2-ylmethoxy)octyl]silane
CID125370311,C15H24O2Si,264.43,C=CC[Si](CCCOC(=O)C=C)(CC=C)CC=C,3-tris(prop-2-enyl)silylpropyl prop-2-enoate
CID125401955,C16H26O2Si,278.46,CC(=C)C(=O)OCCC[Si](CC=C)(CC=C)CC=C,3-tris(prop-2-enyl)silylpropyl 2-methylprop-2-enoate
CID138112368,C14H24F6N2O6S2+,494.5,CCCC[N+](C)(C)CCOC(=O)C(=C)C.C(F)(F)(F)S(=O)(=O)[N]S(=O)(=O)C(F)(F)F,butyl-dimethyl-[2-(2-methylprop-2-enoyloxy)ethyl]azanium;trifluoro-(trifluoromethylsulfonyl-lambda2-azanyl)sulfonylmethane
